portfolio_date,SPY_RETURN,QQQ_RETURN,IWM_RETURN,EFA_RETURN,EEM_RETURN,VNQ_RETURN,AAPL_RETURN,MSFT_RETURN,NVDA_RETURN,JPM_RETURN,JNJ_RETURN,XOM_RETURN,LQD_RETURN,HYG_RETURN,TIP_RETURN,GLD_RETURN,SLV_RETURN,PPLT_RETURN,DBC_RETURN,USO_RETURN,DGS2_CHANGE,DGS5_CHANGE,DGS10_CHANGE,DGS30_CHANGE,EURUSD_RETURN
2023-01-04,0.00284974356937409,-0.005659981598751271,0.010089305775763615,-0.007341998507306092,0.008682923142793026,0.0182057773397154,-0.012701599861946364,-0.004386264871910036,-0.006675489693559083,-0.004375361736056685,0.0074805303485370785,0.004413463164926259,0.004197689309176508,0.0010088550791050653,0.004423497428776347,0.011645939105504767,0.00026538757733721293,0.002061301235437633,-0.004695686542578051,-0.003511407513445001,-0.00042049592478217754,-0.0008773306522372373,-0.0011726023466707692,-0.0009268816311264295,0.002213926839798602
2023-01-05,0.008473832570410034,0.0096906753064569,-0.0014908972892318448,0.012232375181149778,0.016081462742967418,-0.004097343928902681,0.017784873425385254,0.01413257334711486,0.025809006039089134,0.008789464528710206,0.0062523416627386676,0.012190643522345092,-0.0009587582070419004,-0.004790283635503667,-0.001990048045763271,-0.010028971355193641,-0.008046228976389201,-0.0002005717860769059,0.007714965644400644,0.023167482631137028,0.0002983762112436356,5.264309779724402e-05,0.00024720394649700836,6.391234983200097e-05,0.0013925777538279398
2023-01-06,-7.37897263715032e-05,-0.01859230033155059,0.015758563644262105,0.0020220810389532636,-0.0025223270261480555,0.010943587647252263,-0.007590501695278055,-0.0043725273716451,-0.012859522980863597,0.009353001244062478,-0.0010433473096841174,0.003715401640649381,0.0023936546330490627,0.001073046037830358,0.0023466477021648518,0.008356298209356908,0.021690436447669124,0.006542178563243571,0.005229961223142778,0.008053528967911155,8.392647021124029e-05,-0.00018173268398228055,-0.00016306492185745982,-0.0004418143476554074,-0.001011501393078334
2023-01-09,0.014076039319782178,0.01290982038679667,0.022810328062913027,0.012304170731323756,0.005379055501443974,0.005817351819163276,0.020290337987689408,0.017592656565004132,0.012919344149556719,0.01602395534718549,0.014900260773176986,0.002520431046481286,0.0029937141396259685,0.01755818383242348,0.0013218031438253775,-0.010356107190404888,-0.002724715071714907,-0.0066460118767639915,-0.00833067674627935,0.0005041221604262323,0.00022298928434569368,5.661597023811751e-05,8.623092015782683e-05,4.017445658468529e-06,0.0035538286762180913
2023-01-10,0.0045671449941915,0.004643123144397565,0.011858546148778936,0.0077116162616872805,0.010459300632431959,0.009247685889205465,0.01330115633839633,0.006092199032713673,0.014021422215995649,0.0033027875905453346,0.005018386926402763,0.0109117442893717,0.00040753213970447287,0.0002878079165995885,0.003909117114814925,0.0008640118171398382,-0.008718321700692587,0.008370934853898549,0.01135275746702096,0.033373914454935635,3.11049475089108e-05,5.5247580409211545e-06,-8.436771035617402e-05,0.00017257885619059604,0.0016064831239186782
2023-01-11,-0.0014104736092828132,0.004860954709858827,-0.015169178590491893,0.004761462072617007,-0.0042901875743484134,-0.00047814985652086555,-0.0021977649418598753,0.002903864685364677,0.0061591867707349625,-0.0023840421122187467,0.0038428611833770856,0.0041357388017693175,0.0015605941598489435,0.00026752896330566045,0.002644489832616719,0.012928163287819969,0.013054883494775299,0.015446534704420024,-0.000488803430689186,-0.005554769785940254,-0.0003335745130261384,-0.0003191032001027376,-0.0002769719350759907,-0.00011443651600816343,0.003891929540078585
2023-01-12,-0.009522815806035194,-0.009405048768411795,-0.0065992035022733415,-0.002601361217425286,-0.01323253624745856,-0.007643156774646695,-0.017957628631847095,-0.021915669909618102,-0.02018437839919755,-0.001607995040615498,-0.005626315915823312,0.006699011909867733,-0.0021760001531006103,0.0016637847585271107,-0.0037518941764989626,-0.0028203256273350045,-0.015273137561248977,0.0002957881822492816,-0.0013334145139359832,4.5985920019946634e-05,0.00037383678425396575,0.00044983755870309564,0.0005156727072266037,0.00029441831368439385,-0.001766648200772967
2023-01-13,-0.012625687124914107,-0.013256537857979128,-0.00788133926738613,-0.004642533323728266,0.004087059585343922,-0.0037456392514655422,-0.01777618038710987,-0.011161146103701407,-0.004578657954899843,0.003204160965254301,0.000957805199245057,-0.004620315037542907,-0.0007609683809793816,-0.0020207291534313707,0.0002739895636507321,0.0029071086173994487,0.0014739808296650094,-0.001579059265998579,-0.0018185046854096477,0.0011746353181747052,4.925950996249271e-05,0.0003077532721032502,2.046480155858686e-05,7.86439038692802e-05,-0.0035472903272269927
2023-01-16,0.005196600324518711,0.00568071732413279,0.00989824340117255,0.00277143268090143,0.004780754177955635,0.0033420426887090207,0.0026609399469303026,0.0013150627779355086,-0.00154532588578002,0.003218904129216684,0.005025667893511091,0.0017713737060290268,0.004799781408855908,0.008953259234904285,0.006567184691460045,-0.003928707731035876,-0.006866847193669265,-0.0047028771594933684,-0.0012382818726974043,0.012177607784667374,-0.00034879643458957105,-0.0004749542716312373,-0.0004824145764949785,-0.0007870195515350363,0.0018533826589642523
2023-01-17,0.004196431961870861,-0.0013412945400895267,-0.003802208581065557,-0.0036615876635140085,0.0027349394432722935,0.0034323399775284327,0.008527574530920925,-0.00456993824456882,-0.009316306730057358,0.0029587496372401297,-0.008428045128069658,0.008107466254152294,0.00017111471503724164,6.26564094835351e-06,-0.0025749363403340325,-0.003359641839657963,0.011627989818861695,-0.021097621144814806,-0.0037100105531105766,-0.014821284489011047,-0.0005518233323303825,-0.0007551723407800208,-0.00083103170831398,-0.0011775971414069416,-0.0011907855537195168
2023-01-18,-0.006147494928763274,0.010631976270884254,-0.005844279940021039,-0.00802757532032376,0.005269720292883008,-0.002427809389785411,0.017710470719990795,0.01144424647826199,0.0026390578736880995,-0.006341469702151163,-0.002029802273584257,0.007273706416623296,0.002664811065325513,-0.0015333498831795098,-0.0021117828859154634,-0.003847137891633754,0.0028230370466358814,-0.0038178047596145242,-0.003209265525273477,0.0007638532853220907,-0.0004070852590776148,-0.0006126834958329946,-0.000597504555770456,-0.00024732857570237054,-0.008024219870014128
2023-01-19,0.004756459214709561,-0.006051835942160166,0.0014251995922634102,-0.006238259183242211,-0.010632624666642717,0.0015411331932716414,0.0015752306432517062,-0.006315279132888286,0.015024733928009302,0.002755398803414957,0.000745926636283511,0.0037228630651661926,-0.003013627231155892,-0.0002660817625383631,0.003729552840190553,0.0005283570141976558,-0.008627329355111481,0.0025263426806434812,0.006118578063340244,0.025550958224099755,0.00011061807538684468,-0.00040775298987813036,0.000134171170476937,-0.00015552951857742922,-0.006499379017996094
2023-01-20,-0.007395751054681142,-0.004960454225437736,-0.012993203282720162,0.002243328360164237,0.006418175801924031,-0.0020791539357576335,-0.01162248822545658,-0.01115091878639434,0.0032795198522503127,-0.014536801117989039,-0.00037897918698205635,-0.005391726405670985,-0.0028332025324698702,-0.0070312096997330355,0.0021751634809778274,-0.004752204091056075,-0.01927138353390885,-0.0046683468379198866,0.004576509957031375,-0.010069681296566452,0.0004937258790465608,0.00013580127191410994,0.0005933839288058891,0.0009412766763048782,0.0001888899150045086
2023-01-23,-0.003120557394998411,-0.011541644356825207,-0.0034756808070428883,0.0015424828120979232,0.007122630560945774,-0.0016123852684066034,-0.006397182525652767,0.0006186387905318703,-0.016474607845931324,-0.0135862404535374,-0.006147549815212912,0.012341400142382044,0.0022586956778870276,-0.0009996330627132953,0.0024749313217351633,0.0137803473319576,0.010877836401615739,0.0058978490390615675,0.008253425780906022,0.011277513332028694,-0.00014543175780616446,-0.0004798273180338308,-0.00045107168093181727,-0.0007601467941151814,0.010741922025958181
2023-01-24,-0.0010519352832956443,0.001460763306042663,-0.01139391688150169,-0.000617675006138138,0.002622382392327016,0.002406211800497048,0.00673242781349912,-0.0008274081199214319,0.00042887981791890715,0.0026702956466860108,-0.0009809701114413625,-0.001256886537937073,0.00043684262368923134,-0.0043703118065864304,0.0012846901909262694,0.00027142492202358274,-0.0012797673673685525,-0.016021958425690208,0.007629030473261393,0.0007338384920320632,-5.075767959989368e-05,-0.0005734029604522437,-0.0005531759416201721,-0.0009208095954690992,0.0030853648992305418
2023-01-25,-0.007650234764069424,-0.011775954907624966,-0.014657071528656904,-0.0025289477912089674,-0.0029258871556551626,0.007671214019727968,-0.011929541703667272,-0.005969898782691457,-0.024481320413014315,-0.001739006953913415,-0.0016952879151717068,0.0005413798471209427,0.005100916766661567,0.0077047769991984705,-0.00021744953328504068,0.009507699615647005,0.006135006709715066,0.002497105493047359,-0.00434127946334503,-0.01245722876806632,0.0001727653048554457,9.461398822017745e-06,8.78888922454752e-06,-5.628666004188935e-05,0.00042318626564634594
2023-01-26,-0.003030847457552925,-0.014939676243230794,0.00042167968880105623,-0.010102283474067811,-0.008708225332461883,-0.0069335420404226245,-0.009256132216806991,-0.003844060178785463,-0.028696418275873582,-0.011000059058944103,-0.006753067417886544,-0.005077922489637971,-0.002270123155668984,-0.003805527463338856,0.0016990291793768854,0.002269133198422871,0.002028271961210343,-0.006603776634915658,0.00668163342389381,0.005064496730704815,0.0005274043323409487,0.0004107364415513765,0.000468854254272787,0.000586877355539777,4.403098160994179e-05
2023-01-27,-0.009711537935265545,0.0011519059322335145,-0.006151929951985642,-0.012845831790471555,-0.020248113666212358,0.002359303451723309,0.007641202128432021,0.007019260803111035,0.00367073886011038,0.0043838844200456565,-0.003154548824502011,0.0047847295041803985,0.003418760295760077,-0.0012562122759233187,0.006550271913986209,-0.003535485173593792,0.012776149567967184,-0.0014155126760744571,0.0022845923903799816,-0.01073778160607577,-0.0002653852316589656,-3.0675717631429243e-05,1.5833777066197666e-06,-0.0007299009522474063,-0.002060547288686642
